,date,steps,distance,runDistance,calories
1444,2020-04-10,327,211,51,10
1445,2020-04-11,2592,1713,294,60
1446,2020-04-12,2821,1835,1591,134
1447,2020-04-13,19197,14346,128,811
1448,2020-04-14,3588,2344,292,94
1449,2020-04-15,12221,8615,251,283
1450,2020-04-16,17709,13504,2334,523
1451,2020-04-17,6580,4999,256,188
1452,2020-04-18,6390,4604,265,151
1453,2020-04-19,10462,7502,373,259
1454,2020-04-20,4663,3352,2693,207
1455,2020-04-21,1403,968,115,42
1456,2020-04-22,10979,7878,1262,264
1457,2020-04-23,8427,5918,509,199
1458,2020-04-24,3568,2477,256,94
1459,2020-04-25,2927,1981,320,75
1460,2020-04-26,2356,1695,58,58
1461,2020-04-27,3534,2397,266,89
1462,2020-04-28,1781,1211,104,38
1463,2020-04-29,10819,7518,815,260
1464,2020-04-30,11345,8062,565,281
1465,2020-05-01,4553,3315,136,110
1466,2020-05-02,13698,9166,856,299
1467,2020-05-03,10398,7555,379,263
1468,2020-05-04,17604,12798,512,411
1469,2020-05-05,1538,997,143,36
1470,2020-05-06,9033,6554,5056,286
1471,2020-05-07,17520,12353,2353,416
1472,2020-05-08,5033,3456,319,122
1473,2020-05-09,0,0,0,0
1474,2020-05-10,1606,1106,25,39
1475,2020-05-11,4439,3179,211,125
1476,2020-05-12,2587,1729,250,65
1477,2020-05-13,5488,3786,366,134
1478,2020-05-14,14,9,0,1
1479,2020-05-15,2499,1770,168,66
1480,2020-05-16,3518,2339,1948,268
1481,2020-05-17,6941,5248,784,200
1482,2020-05-18,1197,819,69,29
1483,2020-05-19,1496,1022,159,49
1484,2020-05-20,9824,7342,309,259
1485,2020-05-21,21233,15732,174,510
1486,2020-05-22,3228,2362,1849,144
1487,2020-05-23,18566,13080,1284,892
1488,2020-05-24,8577,6449,256,227
1489,2020-05-25,1607,1109,111,44
1490,2020-05-26,9238,7206,248,254
1491,2020-05-27,7559,5183,605,187
1492,2020-05-28,515,333,110,22
1493,2020-05-29,6548,4588,466,160
1494,2020-05-30,7216,5562,77,183
1495,2020-05-31,26012,18415,134,565
1496,2020-06-01,26435,19110,322,627
1497,2020-06-02,12198,8651,845,299
1498,2020-06-03,4980,3526,214,132
1499,2020-06-04,15103,10962,1287,377
1500,2020-06-05,28148,19997,305,665
1501,2020-06-06,1576,1043,142,36
1502,2020-06-07,8302,6322,268,224
1503,2020-06-08,11759,8512,447,515
1504,2020-06-09,3414,2293,318,84
1505,2020-06-10,0,0,0,0
1506,2020-06-11,234,151,23,6
1507,2020-06-12,7853,5632,4445,254
1508,2020-06-13,3229,2215,197,76
1509,2020-06-14,487,315,107,21
1510,2020-06-15,36318,26544,700,829
1511,2020-06-16,7911,5324,564,177
1512,2020-06-17,32452,23487,481,742
1513,2020-06-18,11640,8111,559,279
1514,2020-06-19,11923,8922,356,311
1515,2020-06-20,13301,9340,510,304
1516,2020-06-21,5218,3459,309,122
1517,2020-06-22,9114,7152,153,249
1518,2020-06-23,7676,5558,253,202
1519,2020-06-24,20205,15176,507,548
1520,2020-06-25,6006,4732,91,163
1521,2020-06-26,12281,8990,251,288
1522,2020-06-27,254,164,31,9
1523,2020-06-28,6042,4097,3323,223
1524,2020-06-29,9402,6589,686,238
1525,2020-06-30,2421,1726,184,59
1526,2020-07-01,2419,1564,239,54
1527,2020-07-02,15129,10961,638,388
1528,2020-07-03,10676,7625,465,257
1529,2020-07-04,2868,1919,1629,109
1530,2020-07-05,2559,1790,171,65
1531,2020-07-06,5143,3745,226,131
1532,2020-07-07,2923,2176,158,83
1533,2020-07-08,21077,15053,225,503
1534,2020-07-09,2866,1988,366,75
1535,2020-07-10,28,18,0,1
1536,2020-07-11,13143,9648,593,341
1537,2020-07-12,3183,2245,193,78
1538,2020-07-13,9891,7070,356,250
1539,2020-07-14,10697,7222,439,247
1540,2020-07-15,14295,10426,450,374
1541,2020-07-16,11998,9059,117,304
1542,2020-07-17,22027,16025,285,932
1543,2020-07-18,12242,9365,288,356
1544,2020-07-19,4646,3503,245,137
1545,2020-07-20,6401,4357,245,152
1546,2020-07-21,4054,2982,187,110
1547,2020-07-22,2701,1841,154,62
1548,2020-07-23,1595,1046,149,38
1549,2020-07-24,10937,7618,6081,371
1550,2020-07-25,533,345,106,17
1551,2020-07-26,1801,1164,126,40
1552,2020-07-27,1211,783,165,32
1553,2020-07-28,15629,11104,1040,372
1554,2020-07-29,7824,5584,65,387
1555,2020-07-30,3651,2362,2055,198
1556,2020-07-31,2499,1615,0,135
1557,2020-08-01,3383,2318,230,83
1558,2020-08-02,7860,5308,617,182
1559,2020-08-03,5487,3663,650,118
1560,2020-08-04,4847,3337,252,109
1561,2020-08-05,10354,7448,479,248
1562,2020-08-06,8290,6033,448,220
1563,2020-08-07,7496,5334,298,178
1564,2020-08-08,9136,6868,282,533
1565,2020-08-09,3394,2202,306,84
1566,2020-08-10,3230,2125,207,70
1567,2020-08-11,1218,851,121,43
1568,2020-08-12,10195,7012,1192,241
1569,2020-08-13,26143,19086,14348,724
1570,2020-08-14,2323,1644,150,60
1571,2020-08-15,1495,1047,136,47
1572,2020-08-16,0,0,0,0
1573,2020-08-17,10058,7625,421,281
1574,2020-08-18,2750,1794,1514,128
1575,2020-08-19,10977,7458,713,248
1576,2020-08-20,15865,11395,4338,394
1577,2020-08-21,6945,6063,4659,333
1578,2020-08-22,10005,7549,381,270
1579,2020-08-23,0,0,0,0
1580,2020-08-24,23969,17019,3236,558
1581,2020-08-25,15375,11484,768,388
1582,2020-08-26,8042,5605,378,190
1583,2020-08-27,9095,6039,800,205
1584,2020-08-28,16099,11437,1150,388
1585,2020-08-29,29079,20180,467,625
1586,2020-08-30,219,142,27,7
1587,2020-08-31,142,92,24,7
1588,2020-09-01,13224,10262,256,376
1589,2020-09-02,10228,7153,1147,247
1590,2020-09-03,5880,4415,46,253
1591,2020-09-04,11750,9207,7066,523
1592,2020-09-05,492,318,61,13
1593,2020-09-06,6906,4830,340,183
1594,2020-09-07,1134,733,218,43
1595,2020-09-08,28426,20409,1177,1151
1596,2020-09-09,4635,3137,347,102
1597,2020-09-10,4933,3596,92,123
1598,2020-09-11,1321,956,144,38
1599,2020-09-12,19232,14278,453,475
1600,2020-09-13,6485,4477,351,154
1601,2020-09-14,9196,6306,0,434
1602,2020-09-15,4199,2823,2208,155
1603,2020-09-16,6730,4465,473,152
1604,2020-09-17,18263,12840,240,426
1605,2020-09-18,6220,4400,531,174
1606,2020-09-19,5864,3818,448,128
1607,2020-09-20,2553,1806,307,70
1608,2020-09-21,1672,1153,134,48
1609,2020-09-22,14413,9830,1572,319
1610,2020-09-23,11499,8584,253,430
1611,2020-09-24,20565,15305,853,506
1612,2020-09-25,594,384,72,19
1613,2020-09-26,17057,12219,808,404
1614,2020-09-27,23821,17224,393,579
1615,2020-09-28,5678,4233,57,293
1616,2020-09-29,1367,884,0,40
1617,2020-09-30,5269,3646,2925,197
1618,2020-10-01,3456,2421,204,86
1619,2020-10-02,9038,6060,561,198
1620,2020-10-03,8739,6454,409,232
1621,2020-10-04,4818,3575,136,127
1622,2020-10-05,7955,5339,586,179
1623,2020-10-06,7038,4929,119,418
1624,2020-10-07,9607,6576,678,227
1625,2020-10-08,10300,7744,356,269
1626,2020-10-09,2945,2078,430,81
1627,2020-10-10,4067,2839,234,109
1628,2020-10-11,2276,1494,166,53
1629,2020-10-12,30841,23002,519,793
1630,2020-10-13,16316,13078,5041,580
1631,2020-10-14,13242,9695,1072,343
1632,2020-10-15,153,99,9,4
1633,2020-10-16,7267,5404,219,194
1634,2020-10-17,4238,2794,60,100
1635,2020-10-18,7482,5351,405,199
1636,2020-10-19,7234,4887,350,162
1637,2020-10-20,7231,4966,548,167
1638,2020-10-21,6148,4250,3366,255
1639,2020-10-22,8859,6800,241,248
1640,2020-10-23,7075,4956,457,167
1641,2020-10-24,12122,9212,261,338
1642,2020-10-25,2148,1490,170,52
1643,2020-10-26,970,627,175,29
1644,2020-10-27,10176,7702,304,286
1645,2020-10-28,2373,1690,207,70
1646,2020-10-29,7408,5381,463,186
1647,2020-10-30,10879,7893,534,278
1648,2020-10-31,19479,14124,772,497
1649,2020-11-01,22259,15739,665,510
1650,2020-11-02,29176,20808,1215,681
1651,2020-11-03,1966,1283,131,53
1652,2020-11-04,5800,4172,404,148
1653,2020-11-05,11762,8900,623,313
1654,2020-11-06,0,0,0,0
1655,2020-11-07,36135,27296,160,910
1656,2020-11-08,852,551,82,24
1657,2020-11-09,7550,5807,128,200
1658,2020-11-10,903,584,0,27
1659,2020-11-11,3077,2068,1738,131
1660,2020-11-12,10103,7013,113,466
1661,2020-11-13,7313,5425,218,193
1662,2020-11-14,9451,7328,154,248
1663,2020-11-15,19897,14799,669,512
1664,2020-11-16,5628,4278,112,149
1665,2020-11-17,2474,1708,82,56
1666,2020-11-18,7703,5818,135,197
1667,2020-11-19,8960,6306,100,214
1668,2020-11-20,3868,2651,250,101
1669,2020-11-21,7336,5166,4136,268
1670,2020-11-22,6825,4969,414,179
1671,2020-11-23,0,0,0,0
1672,2020-11-24,3135,2077,228,87
1673,2020-11-25,21672,15739,695,540
1674,2020-11-26,8870,6599,234,237
1675,2020-11-27,4393,3203,146,114
1676,2020-11-28,2809,1940,266,71
1677,2020-11-29,774,500,116,23
1678,2020-11-30,5526,3966,283,136
1679,2020-12-01,9920,6858,531,225
1680,2020-12-02,4698,3037,19,290
1681,2020-12-03,20349,14639,888,796
1682,2020-12-04,2506,1758,193,62
1683,2020-12-05,13270,9506,79,608
1684,2020-12-06,1763,1140,159,43
1685,2020-12-07,4570,3121,404,112
1686,2020-12-08,8472,5761,484,192
1687,2020-12-09,1813,1279,213,44
1688,2020-12-10,329,213,58,11
1689,2020-12-11,6253,4353,278,149
1690,2020-12-12,12048,10059,7722,716
1691,2020-12-13,7130,5188,384,770
1692,2020-12-14,18838,13601,889,464
1693,2020-12-15,7884,5527,380,188
1694,2020-12-16,9053,6697,18,431
1695,2020-12-17,10338,7845,241,270
1696,2020-12-18,5029,3931,126,132
1697,2020-12-19,8061,5409,568,179
1698,2020-12-20,2522,1724,300,77
1699,2020-12-21,26213,18221,537,578
1700,2020-12-22,11912,8951,836,316
1701,2020-12-23,7074,5218,349,181
1702,2020-12-24,4451,2919,2495,198
1703,2020-12-25,9316,7078,249,241
1704,2020-12-26,5279,3907,144,132
1705,2020-12-27,2073,1403,140,54
1706,2020-12-28,3269,2122,42,88
1707,2020-12-29,8291,5506,537,191
1708,2020-12-30,6976,4735,523,153
1709,2020-12-31,3083,2251,465,94
1710,2021-01-01,2873,1911,140,66
1711,2021-01-02,7143,5031,397,171
1712,2021-01-03,3968,2749,362,111
1713,2021-01-04,1407,962,98,33
1714,2021-01-05,12496,9004,700,308
1715,2021-01-06,5955,4287,264,143
1716,2021-01-07,10408,7107,639,232
1717,2021-01-08,3679,2524,134,84
1718,2021-01-09,5286,3762,200,138
1719,2021-01-10,4681,3333,178,118
1720,2021-01-11,23325,16699,825,553
1721,2021-01-12,11246,8590,202,292
1722,2021-01-13,10996,8144,385,289
1723,2021-01-14,17264,11999,1019,396
1724,2021-01-15,13890,10347,854,379
1725,2021-01-16,13383,10198,283,369
1726,2021-01-17,3446,2364,194,85
1727,2021-01-18,0,0,0,0
1728,2021-01-19,12764,8931,33,496
1729,2021-01-20,3127,2073,200,71
1730,2021-01-21,5547,4133,185,155
1731,2021-01-22,1778,1225,162,47
1732,2021-01-23,6404,4392,177,250
1733,2021-01-24,10081,7304,468,256
1734,2021-01-25,1161,750,0,33
1735,2021-01-26,8866,6469,363,232
1736,2021-01-27,7408,5078,452,158
1737,2021-01-28,4547,3195,243,126
1738,2021-01-29,8752,5842,657,198
1739,2021-01-30,6156,4166,453,142
1740,2021-01-31,27032,19965,951,657
1741,2021-02-01,2430,1709,156,61
1742,2021-02-02,9752,7074,678,248
1743,2021-02-03,1549,1127,54,40
1744,2021-02-04,7124,4811,395,156
1745,2021-02-05,4267,2782,86,111
1746,2021-02-06,8771,6582,238,242
1747,2021-02-07,3418,2379,241,85
1748,2021-02-08,13882,9397,1228,305
1749,2021-02-09,1966,1385,148,48
1750,2021-02-10,7766,5681,227,196
1751,2021-02-11,2853,2063,100,72
1752,2021-02-12,11559,7930,110,563
1753,2021-02-13,11765,8265,709,287
1754,2021-02-14,13132,9147,83,589
1755,2021-02-15,1171,762,105,24
1756,2021-02-16,10153,7500,351,267
1757,2021-02-17,11725,8621,606,303
1758,2021-02-18,7257,5839,2136,256
1759,2021-02-19,9883,7761,197,276
1760,2021-02-20,4216,2779,240,92
1761,2021-02-21,16251,11547,633,403
1762,2021-02-22,23901,16759,2219,1062
1763,2021-02-23,10886,7569,137,491
1764,2021-02-24,18885,13489,636,860
1765,2021-02-25,1358,936,124,42
1766,2021-02-26,3202,2163,233,77
1767,2021-02-27,12886,9291,2872,336
1768,2021-02-28,3662,2611,275,102
1769,2021-03-01,7245,5551,258,543
1770,2021-03-02,12548,8388,992,279
1771,2021-03-03,530,343,130,22
1772,2021-03-04,5936,4074,193,146
1773,2021-03-05,21420,16047,113,946
1774,2021-03-06,10980,7991,1336,295
1775,2021-03-07,1240,802,0,39
1776,2021-03-08,4811,3444,2687,326
1777,2021-03-09,3733,2497,2126,167
1778,2021-03-10,2205,1589,78,54
1779,2021-03-11,5117,3402,49,245
1780,2021-03-12,8092,5829,537,215
1781,2021-03-13,4769,3362,447,123
1782,2021-03-14,17586,13037,838,455
1783,2021-03-15,2753,1895,47,75
1784,2021-03-16,20873,15338,11705,608
1785,2021-03-17,10490,7743,192,261
1786,2021-03-18,8965,6764,390,248
1787,2021-03-19,13386,9214,525,301
1788,2021-03-20,1130,738,160,30
1789,2021-03-21,2219,1649,144,61
1790,2021-03-22,6947,4948,96,167
1791,2021-03-23,10739,8249,272,1059
1792,2021-03-24,699,452,98,19
1793,2021-03-25,1656,1070,170,39
1794,2021-03-26,12215,8861,654,307
1795,2021-03-27,611,395,338,47
1796,2021-03-28,15753,11312,293,382
1797,2021-03-29,3231,2484,76,95
1798,2021-03-30,6940,4962,344,181
1799,2021-03-31,12452,9033,1355,323
1800,2021-04-01,1770,1210,130,56
1801,2021-04-02,321,218,42,11
1802,2021-04-03,7031,4963,281,184
1803,2021-04-04,4417,2965,2488,189
1804,2021-04-05,857,554,110,22
1805,2021-04-06,7710,5319,609,186
1806,2021-04-07,2170,1566,237,68
1807,2021-04-08,10016,6892,137,221
1808,2021-04-09,4950,3603,0,214
1809,2021-04-10,2616,1707,1472,168
1810,2021-04-11,13652,11790,6944,601
1811,2021-04-12,5052,3458,310,115
1812,2021-04-13,646,418,71,21
1813,2021-04-14,21065,15026,1418,881
1814,2021-04-15,15944,11308,418,377
1815,2021-04-16,24167,17392,2293,564
1816,2021-04-17,805,520,0,23
1817,2021-04-18,8215,5535,463,184
1818,2021-04-19,3127,2369,96,90
1819,2021-04-20,1989,1291,1069,110
1820,2021-04-21,10259,7809,277,276
1821,2021-04-22,9186,6653,204,229
1822,2021-04-23,9360,7207,47,267
1823,2021-04-24,10981,7477,218,257
1824,2021-04-25,5475,4250,115,144
1825,2021-04-26,14931,11324,296,384
1826,2021-04-27,6663,4840,364,174
1827,2021-04-28,0,0,0,0
1828,2021-04-29,8778,6223,565,216
1829,2021-04-30,6987,4698,660,165
1830,2021-05-01,10075,6750,318,214
1831,2021-05-02,5922,4305,3403,260
1832,2021-05-03,10985,9161,4770,438
1833,2021-05-04,6712,4589,243,153
1834,2021-05-05,2394,1781,135,67
1835,2021-05-06,4075,2889,219,108
1836,2021-05-07,14709,9665,959,305
1837,2021-05-08,12,8,0,1
1838,2021-05-09,27582,19790,276,1122
1839,2021-05-10,10684,8268,242,284
1840,2021-05-11,23896,16804,384,525
1841,2021-05-12,7094,5011,151,178
1842,2021-05-13,5083,3643,430,136
1843,2021-05-14,10044,6828,613,224
1844,2021-05-15,2348,1659,150,63
1845,2021-05-16,8085,5863,473,230
1846,2021-05-17,0,0,0,0
1847,2021-05-18,16064,11995,458,410
1848,2021-05-19,20160,14847,11251,1358
1849,2021-05-20,3019,2227,138,82
1850,2021-05-21,7853,5591,130,199
1851,2021-05-22,4570,3123,2544,189
1852,2021-05-23,20540,14902,371,799
1853,2021-05-24,4608,3234,150,107
1854,2021-05-25,3516,2509,184,83
1855,2021-05-26,13363,9147,964,310
1856,2021-05-27,2825,1910,164,67
1857,2021-05-28,31561,24061,17890,880
1858,2021-05-29,3253,2432,135,89
1859,2021-05-30,7123,5125,263,261
1860,2021-05-31,2492,1666,247,61
1861,2021-06-01,613,396,100,15
1862,2021-06-02,6245,4086,434,132
1863,2021-06-03,23147,16896,589,564
1864,2021-06-04,25209,17715,766,575
1865,2021-06-05,3680,2611,248,94
1866,2021-06-06,30522,20886,350,654
1867,2021-06-07,6619,4662,285,164
1868,2021-06-08,8678,6347,176,224
1869,2021-06-09,1428,986,166,47
1870,2021-06-10,15290,11081,1339,375
1871,2021-06-11,2410,1566,227,54
1872,2021-06-12,1587,1077,146,48
1873,2021-06-13,21436,16031,832,555
1874,2021-06-14,11419,8116,6353,384
1875,2021-06-15,8835,6013,624,198
1876,2021-06-16,8698,6599,270,243
1877,2021-06-17,7563,5472,418,200
1878,2021-06-18,10102,7199,605,247
1879,2021-06-19,3333,2291,70,88
1880,2021-06-20,482,312,72,16
1881,2021-06-21,9790,6854,656,242
1882,2021-06-22,2773,1934,295,68
1883,2021-06-23,550,356,61,16
1884,2021-06-24,11071,7738,1723,575
1885,2021-06-25,14543,10775,1668,383
1886,2021-06-26,19075,13012,304,407
1887,2021-06-27,2854,1968,313,82
1888,2021-06-28,2791,1938,84,67
1889,2021-06-29,10611,8215,181,289
1890,2021-06-30,9637,6750,661,231
1891,2021-07-01,6772,4619,160,153
1892,2021-07-02,2727,1955,112,76
1893,2021-07-03,6295,4341,0,315
1894,2021-07-04,675,436,120,20
1895,2021-07-05,4815,3478,1337,144
1896,2021-07-06,1595,1108,139,48
1897,2021-07-07,23947,17500,6134,602
1898,2021-07-08,10126,7844,157,280
1899,2021-07-09,4616,3465,158,127
1900,2021-07-10,1939,1280,148,319
1901,2021-07-11,4690,3568,185,140
1902,2021-07-12,4948,3495,268,121
1903,2021-07-13,15392,11631,527,417
1904,2021-07-14,3691,2761,957,116
1905,2021-07-15,7934,5639,758,199
1906,2021-07-16,23706,17380,3304,635
1907,2021-07-17,4453,3329,129,115
1908,2021-07-18,10495,7557,412,272
1909,2021-07-19,7580,6672,4727,360
1910,2021-07-20,12728,8866,435,527
1911,2021-07-21,19825,13708,697,439
1912,2021-07-22,8760,6021,1026,208
1913,2021-07-23,12058,8633,963,308
1914,2021-07-24,11046,8012,574,271
1915,2021-07-25,1833,1244,1027,120
1916,2021-07-26,3300,2279,216,80
1917,2021-07-27,9078,6242,512,207
1918,2021-07-28,11289,7731,537,254
1919,2021-07-29,5088,3530,2866,185
1920,2021-07-30,7873,6165,1600,247
1921,2021-07-31,5445,4006,3071,191
1922,2021-08-01,15457,10820,1769,352
1923,2021-08-02,13039,9461,1333,310
1924,2021-08-03,8899,6327,4957,279
1925,2021-08-04,14209,10290,2195,351
1926,2021-08-05,7477,5109,464,168
1927,2021-08-06,5720,4261,148,145
1928,2021-08-07,11166,8325,172,285
1929,2021-08-08,660,427,111,22
1930,2021-08-09,14422,10203,355,355
1931,2021-08-10,4337,3151,325,129
1932,2021-08-11,15225,10853,623,372
1933,2021-08-12,10404,7984,222,267
1934,2021-08-13,10005,7143,131,232
1935,2021-08-14,24003,16822,333,530
1936,2021-08-15,3685,2595,290,93
1937,2021-08-16,748,483,83,20
1938,2021-08-17,7470,5100,694,170
1939,2021-08-18,575,372,38,15
1940,2021-08-19,4715,3405,219,131
1941,2021-08-20,6959,4751,518,169
1942,2021-08-21,4154,3079,107,115
1943,2021-08-22,2455,1783,1397,96
1944,2021-08-23,15947,10799,222,357
1945,2021-08-24,6880,4944,3883,240
1946,2021-08-25,4476,2971,285,109
1947,2021-08-26,14415,10237,443,358
1948,2021-08-27,5054,3493,329,122
1949,2021-08-28,8119,6340,146,429
1950,2021-08-29,6307,4798,92,174
1951,2021-08-30,4874,3496,164,115
1952,2021-08-31,2096,1444,281,65
1953,2021-09-01,11028,8541,232,284
1954,2021-09-02,644,416,105,20
1955,2021-09-03,7628,5183,623,179
1956,2021-09-04,10206,7740,210,277
1957,2021-09-05,14456,11265,235,387
1958,2021-09-06,13624,10133,659,357
1959,2021-09-07,14825,10500,128,618
1960,2021-09-08,1132,750,103,29
1961,2021-09-09,1360,879,153,30
1962,2021-09-10,5231,3502,107,280
1963,2021-09-11,19384,13933,190,447
1964,2021-09-12,2672,1746,165,60
1965,2021-09-13,13561,10107,738,622
1966,2021-09-14,25874,18919,310,1141
1967,2021-09-15,9915,6988,468,242
1968,2021-09-16,10093,7422,257,255
1969,2021-09-17,19426,13863,1949,467
1970,2021-09-18,3040,2089,385,81
1971,2021-09-19,504,326,104,18
1972,2021-09-20,6222,4320,3443,233
1973,2021-09-21,2734,1878,176,69
1974,2021-09-22,4034,2884,131,104
1975,2021-09-23,1147,827,133,41
1976,2021-09-24,10729,7884,712,268
1977,2021-09-25,7371,5566,271,198
1978,2021-09-26,8121,5875,214,214
1979,2021-09-27,7237,5938,4544,496
1980,2021-09-28,4315,3152,105,104
1981,2021-09-29,456,295,56,14
1982,2021-09-30,2737,1842,245,208
1983,2021-10-01,0,0,0,0
1984,2021-10-02,2104,1408,1176,111
1985,2021-10-03,315,204,51,9
1986,2021-10-04,7554,5438,4156,254
1987,2021-10-05,12539,9143,298,302
1988,2021-10-06,18694,13367,10070,522
1989,2021-10-07,4046,3016,164,112
1990,2021-10-08,11271,7841,594,269
1991,2021-10-09,873,564,150,26
1992,2021-10-10,5862,3981,316,136
1993,2021-10-11,684,470,25,16
1994,2021-10-12,4733,3194,309,107
1995,2021-10-13,1208,784,176,41
1996,2021-10-14,12603,9173,900,309
1997,2021-10-15,5749,4275,241,159
1998,2021-10-16,9289,6724,266,235
1999,2021-10-17,12219,9490,352,358
2000,2021-10-18,2306,1555,305,62
2001,2021-10-19,3157,2057,1706,145
2002,2021-10-20,1650,1180,152,45
2003,2021-10-21,2302,1645,65,53
2004,2021-10-22,15932,11402,415,732
2005,2021-10-23,10031,7714,310,295
2006,2021-10-24,15387,11990,9133,1033
2007,2021-10-25,16401,11682,589,396
2008,2021-10-26,3823,2747,193,98
2009,2021-10-27,9149,6287,733,218
2010,2021-10-28,3292,2215,246,79
2011,2021-10-29,14538,10176,740,341
2012,2021-10-30,2843,1841,1557,121
2013,2021-10-31,9773,7327,431,275
2014,2021-11-01,4803,3443,164,114
2015,2021-11-02,24919,18342,336,606
2016,2021-11-03,22077,16118,6087,565
2017,2021-11-04,1168,755,223,46
2018,2021-11-05,6040,4072,425,144
2019,2021-11-06,7558,5627,252,188
2020,2021-11-07,6890,5044,88,177
2021,2021-11-08,9607,6939,377,231
2022,2021-11-09,9047,6749,166,226
2023,2021-11-10,22065,16156,1547,921
2024,2021-11-11,15506,11303,661,408
2025,2021-11-12,2968,2172,1702,131
2026,2021-11-13,8791,5989,711,205
2027,2021-11-14,4293,3061,95,108
2028,2021-11-15,10501,7785,544,274
2029,2021-11-16,5473,4280,105,157
2030,2021-11-17,37375,26057,277,1333
2031,2021-11-18,2480,1647,260,58
2032,2021-11-19,4094,3006,160,103
2033,2021-11-20,4198,2756,345,95
2034,2021-11-21,8465,5566,825,190
2035,2021-11-22,10213,7568,445,265
2036,2021-11-23,12568,8771,645,283
2037,2021-11-24,4603,3462,91,125
2038,2021-11-25,6875,4617,703,155
2039,2021-11-26,13651,10641,3774,455
2040,2021-11-27,5989,4385,289,150
2041,2021-11-28,4771,3372,256,112
2042,2021-11-29,33213,24713,384,838
2043,2021-11-30,4384,3214,2509,164
2044,2021-12-01,2213,1431,232,60
2045,2021-12-02,13076,9675,274,340
2046,2021-12-03,738,502,92,16
2047,2021-12-04,12862,9172,190,314
2048,2021-12-05,5397,3955,3169,194
2049,2021-12-06,20699,14186,81,778
2050,2021-12-07,4579,3057,167,113
2051,2021-12-08,6161,4607,210,171
2052,2021-12-09,1261,831,101,31
2053,2021-12-10,5985,4309,215,149
2054,2021-12-11,7095,5282,167,189
2055,2021-12-12,2776,1954,116,70
2056,2021-12-13,10016,7918,2092,329
2057,2021-12-14,1635,1057,84,34
2058,2021-12-15,1718,1110,130,40
2059,2021-12-16,18709,13264,874,435
2060,2021-12-17,15028,10555,172,337
2061,2021-12-18,5778,4001,68,141
2062,2021-12-19,6980,5442,2069,250
2063,2021-12-20,3812,2595,230,89
2064,2021-12-21,18833,14265,453,490
2065,2021-12-22,15394,11561,429,401
2066,2021-12-23,5089,3438,389,126
2067,2021-12-24,9059,6731,655,234
2068,2021-12-25,9322,6704,5185,286
2069,2021-12-26,8621,6393,573,232
2070,2021-12-27,3659,2611,211,93
2071,2021-12-28,21144,14729,857,855
2072,2021-12-29,6361,4557,372,161
2073,2021-12-30,22188,16442,12364,602
2074,2021-12-31,5382,3535,340,119
2075,2022-01-01,6775,4580,328,156
2076,2022-01-02,22243,15974,2306,532
2077,2022-01-03,4924,3639,173,1320
2078,2022-01-04,6410,5113,1564,212
2079,2022-01-05,511,330,77,17
2080,2022-01-06,10088,6984,595,232
2081,2022-01-07,465,301,122,17
2082,2022-01-08,15237,11413,846,605
2083,2022-01-09,1881,1367,37,48
2084,2022-01-10,11509,8442,332,288
2085,2022-01-11,685,443,85,22
2086,2022-01-12,8586,6765,162,253
2087,2022-01-13,3357,2751,136,105
2088,2022-01-14,11950,8738,472,312
2089,2022-01-15,0,0,0,0
2090,2022-01-16,10937,7515,620,251
2091,2022-01-17,7776,5509,4384,257
2092,2022-01-18,13707,10009,439,330
2093,2022-01-19,2610,1852,110,66
2094,2022-01-20,7967,5693,225,194
2095,2022-01-21,16021,12165,293,423
2096,2022-01-22,9670,6813,1426,255
2097,2022-01-23,6326,4474,309,156
2098,2022-01-24,4609,3275,185,114
2099,2022-01-25,24251,17712,13443,705
2100,2022-01-26,5906,4246,3313,218
2101,2022-01-27,3204,2428,211,98
2102,2022-01-28,2303,1649,64,59
2103,2022-01-29,10731,7376,306,231
2104,2022-01-30,14802,10841,1072,359
2105,2022-01-31,690,446,88,22
2106,2022-02-01,5282,4532,2849,236
2107,2022-02-02,5498,3929,355,132
2108,2022-02-03,6919,5284,723,194
2109,2022-02-04,2540,1664,204,60
2110,2022-02-05,6837,5169,154,503
2111,2022-02-06,12709,9274,97,550
2112,2022-02-07,0,0,0,0
2113,2022-02-08,244,158,78,11
2114,2022-02-09,7143,5220,4134,230
2115,2022-02-10,18940,14269,245,487
2116,2022-02-11,23866,16846,180,861
2117,2022-02-12,1624,1059,212,38
2118,2022-02-13,4161,3001,129,105
2119,2022-02-14,7561,5543,279,202
2120,2022-02-15,6823,4926,3793,241
2121,2022-02-16,12381,8549,683,284
2122,2022-02-17,10485,7737,395,273
2123,2022-02-18,1182,764,133,30
2124,2022-02-19,438,283,88,15
2125,2022-02-20,3228,2090,1791,135
2126,2022-02-21,30821,23125,782,797
2127,2022-02-22,14603,9955,514,331
2128,2022-02-23,2665,1907,141,70
2129,2022-02-24,2297,1520,192,51
2130,2022-02-25,18123,12706,522,778
2131,2022-02-26,2918,2227,1711,112
2132,2022-02-27,10266,7003,447,238
2133,2022-02-28,1999,1314,88,44
2134,2022-03-01,21969,16240,263,538
2135,2022-03-02,11302,8329,307,285
2136,2022-03-03,9611,6787,386,228
2137,2022-03-04,3042,1982,1689,128
2138,2022-03-05,82,53,28,5
2139,2022-03-06,30526,22261,497,722
2140,2022-03-07,4952,3567,222,130
2141,2022-03-08,8028,5921,305,216
2142,2022-03-09,14753,10554,1575,652
2143,2022-03-10,9921,6809,735,235
